n_cs = 0012;
n_tp = 0006;
ris_price = 1.0000e-01;
iab_price = 0001;
ncr_price = 5.0000e-01;
budget = [ 0000, 2.0000e-01, 4.0000e-01, 6.0000e-01, 8.0000e-01, 0001, 1.2000e+00, 1.4000e+00, 1.6000e+00, 1.8000e+00, 0002, 2.2000e+00, 2.4000e+00, 2.6000e+00, 2.8000e+00, 0003, 3.2000e+00, 3.4000e+00, 3.6000e+00, 3.8000e+00, 0004, 4.2000e+00, 4.4000e+00, 4.6000e+00, 4.8000e+00, 0005, 5.2000e+00, 5.4000e+00, 5.6000e+00, 5.8000e+00, 0006, 6.2000e+00, 6.4000e+00, 6.6000e+00, 6.8000e+00, 0007, 7.2000e+00, 7.4000e+00, 7.6000e+00, 7.8000e+00, 0008, 8.2000e+00, 8.4000e+00, 8.6000e+00, 8.8000e+00, 0009, 9.2000e+00, 9.4000e+00, 9.6000e+00, 9.8000e+00, 0010];
delta_bh = [[ 0000, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001],
[ 0001, 0000, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001],
[ 0001, 0001, 0000, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001],
[ 0001, 0001, 0001, 0000, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001],
[ 0001, 0001, 0001, 0001, 0000, 0001, 0001, 0001, 0001, 0001, 0001, 0001],
[ 0001, 0001, 0001, 0001, 0001, 0000, 0001, 0001, 0001, 0001, 0001, 0001],
[ 0001, 0001, 0001, 0001, 0001, 0001, 0000, 0001, 0001, 0001, 0001, 0001],
[ 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0000, 0001, 0001, 0001, 0001],
[ 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0000, 0001, 0001, 0001],
[ 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0000, 0001, 0001],
[ 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0000, 0001],
[ 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0000]];
delta_src = [[[[ 0000, 0000],
[ 2.4133e+03, 2.4133e+03],
[ 2.4133e+03, 2.4133e+03],
[ 2.4133e+03, 2.4133e+03],
[ 2.4133e+03, 2.4133e+03],
[ 0000, 0000],
[ 2.4133e+03, 2.4133e+03],
[ 2.4133e+03, 2.4133e+03],
[ 2.4133e+03, 2.4133e+03],
[ 2.4133e+03, 2.4966e+03],
[ 2.4133e+03, 2.4133e+03]],
[[ 2.4522e+03, 2.4522e+03],
[ 2.4522e+03, 2.4522e+03],
[ 2.4522e+03, 2.4522e+03],
[ 2.4522e+03, 2.5969e+03],
[ 2.4522e+03, 2.4522e+03],
[ 2.4522e+03, 2.5932e+03],
[ 2.4522e+03, 2.4522e+03],
[ 0000, 0000],
[ 2.4522e+03, 2.4522e+03],
[ 2.4522e+03, 2.4864e+03],
[ 2.4522e+03, 2.4522e+03],
[ 2.4522e+03, 2.4522e+03]],
[[ 1.8628e+03, 1.8628e+03],
[ 1.8628e+03, 1.8628e+03],
[ 1.8628e+03, 1.8628e+03],
[ 1.8628e+03, 1.9911e+03],
[ 1.8628e+03, 1.8628e+03],
[ 1.8628e+03, 1.9151e+03],
[ 1.8628e+03, 1.8628e+03],
[ 1.8628e+03, 1.9204e+03],
[ 0000, 0000],
[ 1.8628e+03, 2.0830e+03],
[ 1.8628e+03, 1.8628e+03],
[ 1.8628e+03, 1.8628e+03]],
[[ 2.9777e+03, 2.9777e+03],
[ 2.9777e+03, 2.9777e+03],
[ 2.9777e+03, 2.9777e+03],
[ 2.9777e+03, 2.9777e+03],
[ 2.9777e+03, 2.9777e+03],
[ 2.9777e+03, 2.9777e+03],
[ 2.9777e+03, 2.9777e+03],
[ 2.9777e+03, 2.9777e+03],
[ 2.9777e+03, 2.9777e+03],
[ 0000, 0000],
[ 2.9777e+03, 2.9777e+03],
[ 2.9777e+03, 2.9777e+03]],
[[ 2.5989e+03, 2.5989e+03],
[ 2.5989e+03, 2.5989e+03],
[ 2.5989e+03, 2.5989e+03],
[ 2.5989e+03, 2.5989e+03],
[ 2.5989e+03, 2.5989e+03],
[ 2.5989e+03, 2.5989e+03],
[ 2.5989e+03, 2.5989e+03],
[ 2.5989e+03, 2.5989e+03],
[ 2.5989e+03, 2.5989e+03],
[ 2.5989e+03, 2.5989e+03],
[ 0000, 0000],
[ 2.5989e+03, 2.5989e+03]],
[[ 2.5195e+03, 2.5195e+03],
[ 2.5195e+03, 2.5195e+03],
[ 2.5195e+03, 2.5227e+03],
[ 2.5195e+03, 2.5195e+03],
[ 2.5195e+03, 2.5312e+03],
[ 2.5195e+03, 2.5195e+03],
[ 2.5195e+03, 2.5195e+03],
[ 2.5195e+03, 2.5195e+03],
[ 2.5195e+03, 2.5195e+03],
[ 2.5195e+03, 2.9376e+03],
[ 2.5195e+03, 2.6103e+03],
[ 0000, 0000]],
],
[[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 3.0297e+03, 3.0297e+03],
[ 0000, 0000],
[ 3.0297e+03, 3.0297e+03],
[ 3.0297e+03, 3.0297e+03],
[ 3.0297e+03, 3.0297e+03],
[ 3.0297e+03, 3.0297e+03],
[ 3.0297e+03, 3.0297e+03],
[ 3.0297e+03, 3.0297e+03],
[ 3.0297e+03, 3.0297e+03],
[ 3.0297e+03, 3.0297e+03],
[ 3.0297e+03, 3.0297e+03],
[ 3.0297e+03, 3.0297e+03]],
[[ 2.2065e+03, 2.2065e+03],
[ 2.2065e+03, 2.2065e+03],
[ 0000, 0000],
[ 2.2065e+03, 2.2065e+03],
[ 2.2065e+03, 2.2065e+03],
[ 2.2065e+03, 2.2065e+03],
[ 2.2065e+03, 2.2065e+03],
[ 2.2065e+03, 2.3968e+03],
[ 2.2065e+03, 2.2065e+03],
[ 2.2065e+03, 2.2065e+03],
[ 2.2065e+03, 2.2065e+03],
[ 2.2065e+03, 2.2065e+03]],
[[ 1.7060e+03, 1.7060e+03],
[ 1.7060e+03, 1.7060e+03],
[ 1.7060e+03, 1.8312e+03],
[ 0000, 0000],
[ 1.7060e+03, 1.7653e+03],
[ 1.7060e+03, 1.7291e+03],
[ 1.7060e+03, 1.7060e+03],
[ 1.7060e+03, 1.7465e+03],
[ 1.7060e+03, 1.7814e+03],
[ 1.7060e+03, 1.7587e+03],
[ 1.7060e+03, 1.7060e+03],
[ 1.7060e+03, 1.7060e+03]],
[[ 1.9658e+03, 1.9658e+03],
[ 1.9658e+03, 1.9658e+03],
[ 1.9658e+03, 1.9788e+03],
[ 1.9658e+03, 1.9658e+03],
[ 0000, 0000],
[ 1.9658e+03, 1.9658e+03],
[ 1.9658e+03, 1.9658e+03],
[ 1.9658e+03, 2.1404e+03],
[ 1.9658e+03, 1.9658e+03],
[ 1.9658e+03, 2.0212e+03],
[ 1.9658e+03, 1.9658e+03],
[ 1.9658e+03, 1.9658e+03]],
[[ 2.0135e+03, 2.0135e+03],
[ 2.0135e+03, 2.0135e+03],
[ 2.0135e+03, 2.1171e+03],
[ 2.0135e+03, 2.0135e+03],
[ 2.0135e+03, 2.0135e+03],
[ 0000, 0000],
[ 2.0135e+03, 2.0135e+03],
[ 2.0135e+03, 2.0294e+03],
[ 2.0135e+03, 2.0724e+03],
[ 2.0135e+03, 2.0332e+03],
[ 2.0135e+03, 2.0135e+03],
[ 2.0135e+03, 2.0135e+03]],
[[ 1.4590e+03, 1.4590e+03],
[ 1.4590e+03, 1.4590e+03],
[ 1.4590e+03, 1.5321e+03],
[ 1.4590e+03, 1.4986e+03],
[ 1.4590e+03, 1.5010e+03],
[ 1.4590e+03, 1.5257e+03],
[ 0000, 0000],
[ 1.4590e+03, 1.6163e+03],
[ 1.4590e+03, 1.5645e+03],
[ 1.4590e+03, 1.5134e+03],
[ 1.4590e+03, 1.4665e+03],
[ 1.4590e+03, 1.4590e+03]],
[[ 2.6928e+03, 2.6928e+03],
[ 2.6928e+03, 2.6928e+03],
[ 2.6928e+03, 2.6928e+03],
[ 2.6928e+03, 2.6928e+03],
[ 2.6928e+03, 2.6928e+03],
[ 2.6928e+03, 2.6928e+03],
[ 2.6928e+03, 2.6928e+03],
[ 0000, 0000],
[ 2.6928e+03, 2.6928e+03],
[ 2.6928e+03, 2.6928e+03],
[ 2.6928e+03, 2.6928e+03],
[ 2.6928e+03, 2.6928e+03]],
[[ 2.1247e+03, 2.1247e+03],
[ 2.1247e+03, 2.1247e+03],
[ 2.1247e+03, 2.1247e+03],
[ 2.1247e+03, 2.1247e+03],
[ 2.1247e+03, 2.1247e+03],
[ 2.1247e+03, 2.1247e+03],
[ 2.1247e+03, 2.1247e+03],
[ 2.1247e+03, 2.2284e+03],
[ 0000, 0000],
[ 2.1247e+03, 2.1247e+03],
[ 2.1247e+03, 2.1247e+03],
[ 2.1247e+03, 2.1247e+03]],
[[ 2.0135e+03, 2.0135e+03],
[ 2.0135e+03, 2.0135e+03],
[ 2.0135e+03, 2.1157e+03],
[ 2.0135e+03, 2.0135e+03],
[ 2.0135e+03, 2.0520e+03],
[ 2.0135e+03, 2.0301e+03],
[ 2.0135e+03, 2.0135e+03],
[ 2.0135e+03, 2.0740e+03],
[ 2.0135e+03, 2.0919e+03],
[ 0000, 0000],
[ 2.0135e+03, 2.0135e+03],
[ 2.0135e+03, 2.0135e+03]],
[[ 1.4099e+03, 1.4099e+03],
[ 1.4099e+03, 1.4099e+03],
[ 1.4099e+03, 1.5214e+03],
[ 1.4099e+03, 1.4480e+03],
[ 1.4099e+03, 1.4783e+03],
[ 1.4099e+03, 1.4529e+03],
[ 1.4099e+03, 1.4238e+03],
[ 1.4099e+03, 1.5135e+03],
[ 1.4099e+03, 1.5226e+03],
[ 1.4099e+03, 1.4288e+03],
[ 0000, 0000],
[ 1.4099e+03, 1.4099e+03]],
[[ 2.1430e+03, 2.1430e+03],
[ 2.1430e+03, 2.1430e+03],
[ 2.1430e+03, 2.1682e+03],
[ 2.1430e+03, 2.1452e+03],
[ 2.1430e+03, 2.1509e+03],
[ 2.1430e+03, 2.1741e+03],
[ 2.1430e+03, 2.1430e+03],
[ 2.1430e+03, 2.2887e+03],
[ 2.1430e+03, 2.1430e+03],
[ 2.1430e+03, 2.1802e+03],
[ 2.1430e+03, 2.1435e+03],
[ 0000, 0000]],
],
[[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 1.6913e+03, 1.6913e+03],
[ 0000, 0000],
[ 1.6913e+03, 1.8271e+03],
[ 1.6913e+03, 1.6913e+03],
[ 1.6913e+03, 2.0922e+03],
[ 1.6913e+03, 1.7579e+03],
[ 1.6913e+03, 1.6913e+03],
[ 1.6913e+03, 1.7701e+03],
[ 1.6913e+03, 1.6913e+03],
[ 1.6913e+03, 1.8595e+03],
[ 1.6913e+03, 1.6913e+03],
[ 1.6913e+03, 1.6913e+03]],
[[ 2.7045e+03, 2.7045e+03],
[ 2.7045e+03, 2.7045e+03],
[ 0000, 0000],
[ 2.7045e+03, 2.7045e+03],
[ 2.7045e+03, 2.8883e+03],
[ 2.7045e+03, 2.7045e+03],
[ 2.7045e+03, 2.7045e+03],
[ 2.7045e+03, 2.7045e+03],
[ 2.7045e+03, 2.7045e+03],
[ 2.7045e+03, 2.7045e+03],
[ 2.7045e+03, 2.7045e+03],
[ 2.7045e+03, 2.7045e+03]],
[[ 1.7151e+03, 1.7151e+03],
[ 1.7151e+03, 1.7151e+03],
[ 1.7151e+03, 2.0694e+03],
[ 0000, 0000],
[ 1.7151e+03, 1.7151e+03],
[ 1.7151e+03, 1.7387e+03],
[ 1.7151e+03, 1.9529e+03],
[ 1.7151e+03, 1.7767e+03],
[ 1.7151e+03, 1.7151e+03],
[ 1.7151e+03, 1.7549e+03],
[ 1.7151e+03, 1.7783e+03],
[ 1.7151e+03, 1.7151e+03]],
[[ 3.1496e+03, 3.1496e+03],
[ 3.1496e+03, 3.1496e+03],
[ 3.1496e+03, 3.1496e+03],
[ 3.1496e+03, 3.1496e+03],
[ 0000, 0000],
[ 3.1496e+03, 3.1496e+03],
[ 3.1496e+03, 3.1496e+03],
[ 3.1496e+03, 3.1496e+03],
[ 3.1496e+03, 3.1496e+03],
[ 3.1496e+03, 3.1496e+03],
[ 3.1496e+03, 3.1496e+03],
[ 3.1496e+03, 3.1496e+03]],
[[ 1.9279e+03, 1.9279e+03],
[ 1.9279e+03, 1.9279e+03],
[ 1.9279e+03, 2.2547e+03],
[ 1.9279e+03, 1.9279e+03],
[ 1.9279e+03, 1.9279e+03],
[ 0000, 0000],
[ 1.9279e+03, 2.1308e+03],
[ 1.9279e+03, 1.9903e+03],
[ 1.9279e+03, 1.9279e+03],
[ 1.9279e+03, 1.9611e+03],
[ 1.9279e+03, 1.9931e+03],
[ 1.9279e+03, 1.9279e+03]],
[[ 2.6111e+03, 2.6111e+03],
[ 2.6111e+03, 2.6111e+03],
[ 2.6111e+03, 2.6111e+03],
[ 2.6111e+03, 2.6111e+03],
[ 2.6111e+03, 2.6111e+03],
[ 2.6111e+03, 2.6111e+03],
[ 0000, 0000],
[ 2.6111e+03, 2.6111e+03],
[ 2.6111e+03, 2.6111e+03],
[ 2.6111e+03, 2.6111e+03],
[ 2.6111e+03, 2.6111e+03],
[ 2.6111e+03, 2.6111e+03]],
[[ 1.9390e+03, 1.9390e+03],
[ 1.9390e+03, 1.9390e+03],
[ 1.9390e+03, 2.1864e+03],
[ 1.9390e+03, 1.9390e+03],
[ 1.9390e+03, 2.5017e+03],
[ 1.9390e+03, 1.9922e+03],
[ 1.9390e+03, 1.9390e+03],
[ 0000, 0000],
[ 1.9390e+03, 1.9390e+03],
[ 1.9390e+03, 2.0321e+03],
[ 1.9390e+03, 1.9390e+03],
[ 1.9390e+03, 1.9390e+03]],
[[ 1.5006e+03, 1.5006e+03],
[ 1.5006e+03, 1.5298e+03],
[ 1.5006e+03, 1.8110e+03],
[ 1.5006e+03, 1.5374e+03],
[ 1.5006e+03, 2.1109e+03],
[ 1.5006e+03, 1.5563e+03],
[ 1.5006e+03, 1.5006e+03],
[ 1.5006e+03, 1.5305e+03],
[ 0000, 0000],
[ 1.5006e+03, 1.5896e+03],
[ 1.5006e+03, 1.5920e+03],
[ 1.5006e+03, 1.5006e+03]],
[[ 2.3920e+03, 2.3920e+03],
[ 2.3920e+03, 2.3920e+03],
[ 2.3920e+03, 2.3920e+03],
[ 2.3920e+03, 2.3920e+03],
[ 2.3920e+03, 2.3920e+03],
[ 2.3920e+03, 2.3920e+03],
[ 2.3920e+03, 2.3920e+03],
[ 2.3920e+03, 2.3920e+03],
[ 2.3920e+03, 2.3920e+03],
[ 0000, 0000],
[ 2.3920e+03, 2.3920e+03],
[ 2.3920e+03, 2.3920e+03]],
[[ 1.9605e+03, 1.9605e+03],
[ 1.9605e+03, 1.9605e+03],
[ 1.9605e+03, 1.9605e+03],
[ 1.9605e+03, 1.9605e+03],
[ 1.9605e+03, 1.9605e+03],
[ 1.9605e+03, 2.0093e+03],
[ 1.9605e+03, 2.0395e+03],
[ 1.9605e+03, 1.9605e+03],
[ 1.9605e+03, 1.9605e+03],
[ 1.9605e+03, 2.0911e+03],
[ 0000, 0000],
[ 1.9605e+03, 1.9605e+03]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
],
];
C_sd_dl = [[[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 1.6230e+04],
[ 0000, 0000],
[ 0000, 1.1455e+04],
[ 0000, 1.5726e+04],
[ 0000, 0000],
[ 0000, 3.6043e+04],
[ 0000, 1.4202e+04],
[ 0000, 1.8159e+04],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 4.7291e+03],
[ 2.5805e+04, 1.2329e+04],
[ 0000, 1.5313e+04],
[ 0000, 2.0481e+04],
[ 0000, 0000],
[ 0000, 5.6104e+04],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 2.1662e+04],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 5.0415e+03],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 1.8060e+04],
[ 0000, 1.5540e+04],
[ 0000, 0000],
[ 0000, 5.0175e+04],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 2.0557e+04],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 2.4734e+04],
[ 0000, 3.9718e+04],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 2.5434e+04],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 2.2154e+04],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 2.0412e+04],
[ 0000, 0000],
[ 0000, 1.1499e+05],
[ 0000, 0000],
[ 0000, 3.2264e+04],
[ 0000, 0000],
[ 0000, 1.3760e+04],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 1.1485e+04, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 1.3487e+04],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 3.5138e+04],
[ 0000, 0000],
[ 0000, 4.9828e+04],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 1.3889e+04],
[ 0000, 0000],
[ 0000, 3.8672e+04],
[ 0000, 2.4259e+04],
[ 0000, 0000]],
],
[[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 9.2617e+04],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 2.2089e+04],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 7.1482e+03],
[ 0000, 1.5896e+04],
[ 0000, 0000],
[ 0000, 1.5278e+04],
[ 0000, 4.2479e+03],
[ 0000, 1.1985e+04],
[ 0000, 2.2245e+04],
[ 0000, 1.8772e+04],
[ 0000, 3.1882e+03],
[ 0000, 1.4997e+04],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 1.9427e+04],
[ 0000, 0000],
[ 0000, 1.6589e+04],
[ 0000, 0000],
[ 0000, 1.4716e+04],
[ 0000, 3.1352e+04],
[ 0000, 0000],
[ 0000, 4.9037e+03],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 2.5105e+05],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 1.7642e+04],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 2.6077e+04],
[ 0000, 0000],
[ 5.4668e+04, 1.3484e+04],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 2.8737e+04],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 1.3765e+04],
[ 0000, 2.2895e+04],
[ 0000, 1.6998e+04],
[ 0000, 1.1452e+04],
[ 0000, 2.2341e+04],
[ 0000, 0000],
[ 0000, 3.4680e+03],
[ 0000, 0000],
[ 0000, 2.1473e+04],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 1.6980e+04],
[ 0000, 0000],
[ 0000, 1.6641e+04],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 2.8305e+04],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 1.1510e+04],
[ 0000, 1.6255e+04],
[ 0000, 3.0500e+04],
[ 0000, 1.4418e+04],
[ 0000, 3.2650e+04],
[ 0000, 1.0630e+04],
[ 0000, 0000],
[ 1.5741e+05, 1.8989e+04],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 3.4110e+04],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
],
[[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 1.3678e+04],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 1.7533e+04],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 5.0173e+03],
[ 0000, 0000],
[ 0000, 4.8700e+04],
[ 0000, 2.2126e+04],
[ 0000, 2.9832e+04],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 4.7114e+03],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 1.1609e+04],
[ 0000, 0000],
[ 0000, 1.5405e+04],
[ 0000, 0000],
[ 0000, 1.8384e+04],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 4.6983e+03],
[ 0000, 2.4977e+04],
[ 0000, 5.3750e+03],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 3.0827e+04],
[ 0000, 1.7345e+04],
[ 0000, 4.0244e+04],
[ 0000, 2.5246e+04],
[ 0000, 0000],
[ 0000, 2.6339e+04],
[ 0000, 8.0074e+03],
[ 0000, 4.4621e+04],
[ 0000, 4.8627e+04],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 2.2405e+04],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 1.6158e+04],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 5.3559e+03],
[ 0000, 0000],
[ 0000, 5.3638e+03],
[ 0000, 1.6617e+04],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 1.8926e+04],
[ 0000, 2.8196e+04],
[ 0000, 2.2587e+04],
[ 0000, 4.7403e+04],
[ 0000, 5.5166e+04],
[ 0000, 4.7878e+04],
[ 0000, 1.2359e+04],
[ 0000, 1.7396e+05],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 5.5333e+04],
[ 0000, 1.4047e+04],
[ 0000, 9.9186e+04],
[ 0000, 1.8708e+04],
[ 0000, 0000],
[ 0000, 2.0448e+04],
[ 0000, 0000],
[ 0000, 2.8243e+04],
[ 0000, 2.5909e+04],
[ 0000, 0000]],
],
[[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 1.7824e+04],
[ 0000, 9.7219e+03],
[ 0000, 1.2316e+04],
[ 0000, 1.6188e+04],
[ 0000, 0000],
[ 0000, 2.8053e+04],
[ 0000, 1.3437e+04],
[ 0000, 3.2797e+04],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 5.0038e+03],
[ 2.9779e+04, 1.2319e+04],
[ 0000, 1.2772e+04],
[ 0000, 1.8399e+04],
[ 0000, 0000],
[ 0000, 2.1490e+04],
[ 0000, 0000],
[ 0000, 0000]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
